医院,姓名,科室,评分,擅长,简介,医疗服务
广州医科大学附属妇女儿童医疗中心,彭炳蔚,小儿神经内科,4.0,儿童癫痫、儿童脑瘫、儿童脑炎,主任医师，小儿神经内科专科，从事小儿神经系统疾病诊治多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,田杨,小儿神经内科,3.6,儿童癫痫、儿童脑瘫、儿童脑炎,主任医师，小儿神经内科专科，从事小儿神经系统疾病诊治多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,肖华,小儿神经内科,3.6,儿童癫痫、儿童脑瘫、儿童脑炎,主任医师，小儿神经内科专科，从事小儿神经系统疾病诊治多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,晏翠芳,小儿神经内科,3.6,儿童癫痫、儿童脑瘫、儿童脑炎,主任医师，小儿神经内科专科，从事小儿神经系统疾病诊治多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,李方成,小儿神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。,routine health screening
广州医科大学附属妇女儿童医疗中心,李军亮,小儿神经外科,3.6,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。,routine health screening
广州医科大学附属妇女儿童医疗中心,高霞,小儿肾内科,3.7,肾小球疾病、肾功能衰竭、血液透析,主任医师，肾内科专科，在肾脏疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,杨华彬,小儿肾内科,3.6,肾小球疾病、肾功能衰竭、血液透析,主任医师，肾内科专科，在肾脏疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,何汉忠,小儿外科,3.6,小儿普外科疾病、小儿先天畸形、小儿肿瘤,主任医师，小儿外科专科，从事小儿外科临床工作多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,李成昌,小儿外科,3.6,小儿普外科疾病、小儿先天畸形、小儿肿瘤,主任医师，小儿外科专科，从事小儿外科临床工作多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,温哲,小儿外科,3.9,小儿普外科疾病、小儿先天畸形、小儿肿瘤,主任医师，小儿外科专科，从事小儿外科临床工作多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,吴强,小儿外科,3.6,小儿普外科疾病、小儿先天畸形、小儿肿瘤,主任医师，小儿外科专科，从事小儿外科临床工作多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,张焯荣,小儿外科,3.9,小儿普外科疾病、小儿先天畸形、小儿肿瘤,主任医师，小儿外科专科，从事小儿外科临床工作多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,钟微,小儿外科,3.7,小儿普外科疾病、小儿先天畸形、小儿肿瘤,主任医师，小儿外科专科，从事小儿外科临床工作多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,朱德力,小儿外科,3.6,小儿普外科疾病、小儿先天畸形、小儿肿瘤,主任医师，小儿外科专科，从事小儿外科临床工作多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,龚四堂,小儿消化科,3.7,儿童消化系统疾病、儿童胃炎、儿童消化性溃疡,主任医师，小儿消化专科，擅长儿童消化系统疾病诊治。,routine health screening
广州医科大学附属妇女儿童医疗中心,汪周平,小儿心内科,3.6,儿童先天性心脏病、儿童心肌炎、儿童心肌病,主任医师，小儿心内科专科，在儿童心血管疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,陈欣欣,小儿心外科,3.8,先天性心脏病、冠心病搭桥、心脏瓣膜置换,主任医师，心血管外科专科，在心脏血管外科手术方面有丰富经验。,robotic surgery
广州医科大学附属妇女儿童医疗中心,马力,小儿心外科,3.8,先天性心脏病、冠心病搭桥、心脏瓣膜置换,主任医师，心血管外科专科，在心脏血管外科手术方面有丰富经验。,robotic surgery
广州医科大学附属妇女儿童医疗中心,杨盛春,小儿心外科,3.6,先天性心脏病、冠心病搭桥、心脏瓣膜置换,主任医师，心血管外科专科，在心脏血管外科手术方面有丰富经验。,robotic surgery
广州医科大学附属妇女儿童医疗中心,李乐,小儿胸外科,3.6,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
广州医科大学附属妇女儿童医疗中心,江华,小儿血液科,3.6,儿童白血病、儿童淋巴瘤、儿童贫血,主任医师，小儿血液专科，在儿童血液系统疾病诊治方面有丰富经验。,cancer treatment; CAR-T cell therapy
广州医科大学附属妇女儿童医疗中心,叶铁真,小儿血液科,3.8,儿童白血病、儿童淋巴瘤、儿童贫血,主任医师，小儿血液专科，在儿童血液系统疾病诊治方面有丰富经验。,cancer treatment; CAR-T cell therapy
广州医科大学附属妇女儿童医疗中心,郭梦翔,小儿眼科,4.2,白内障、青光眼、视网膜疾病、角膜疾病,主任医师，眼科专科，从事眼科临床诊疗工作多年。,ophthalmology
广州医科大学附属妇女儿童医疗中心,毛娅妮,小儿眼科,3.6,白内障、青光眼、视网膜疾病、角膜疾病,主任医师，眼科专科，从事眼科临床诊疗工作多年。,ophthalmology
广州医科大学附属妇女儿童医疗中心,项道满,小儿眼科,4.4,白内障、青光眼、视网膜疾病、角膜疾病,主任医师，眼科专科，从事眼科临床诊疗工作多年。,ophthalmology
广州医科大学附属妇女儿童医疗中心,闫利锋,小儿眼科,3.6,白内障、青光眼、视网膜疾病、角膜疾病,主任医师，眼科专科，从事眼科临床诊疗工作多年。,ophthalmology
广州医科大学附属妇女儿童医疗中心,周瑾,小儿眼科,3.6,白内障、青光眼、视网膜疾病、角膜疾病,主任医师，眼科专科，从事眼科临床诊疗工作多年。,ophthalmology
广州医科大学附属妇女儿童医疗中心,汪玲华,心理咨询科,3.4,心理咨询科常见病、多发病诊治,主任医师，心理咨询科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,梁红,新生儿科,3.6,新生儿危重症救治、早产儿管理、新生儿窒息,主任医师，新生儿科专科，在新生儿危重症救治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,张炼,新生儿科,3.6,新生儿危重症救治、早产儿管理、新生儿窒息,主任医师，新生儿科专科，在新生儿危重症救治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,周伟,新生儿科,3.6,新生儿危重症救治、早产儿管理、新生儿窒息,主任医师，新生儿科专科，在新生儿危重症救治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,周文浩,新生儿科,3.6,新生儿危重症救治、早产儿管理、新生儿窒息,主任医师，新生儿科专科，在新生儿危重症救治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,何秋明,新生儿外科,3.7,新生儿外科常见病、多发病诊治,主任医师，新生儿外科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,夏慧敏,新生儿外科,3.7,新生儿外科常见病、多发病诊治,主任医师，新生儿外科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,余家康,新生儿外科,3.6,新生儿外科常见病、多发病诊治,主任医师，新生儿外科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,黄建忠,血管外科,4.6,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,陈昆山,医学影像科,4.7,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
广州医科大学附属妇女儿童医疗中心,虢艳,医学影像科,3.6,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
广州医科大学附属妇女儿童医疗中心,李海波,医学影像科,5.0,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
广州医科大学附属妇女儿童医疗中心,刘浪,医学影像科,3.8,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
广州医科大学附属妇女儿童医疗中心,牛传强,医学影像科,3.8,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
广州医科大学附属妇女儿童医疗中心,庞宁东,医学影像科,3.6,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
广州医科大学附属妇女儿童医疗中心,刘喜红,营养科,3.3,营养科常见病、多发病诊治,主任医师，营养科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,曾晓琴,预防保健科,3.3,预防保健科常见病、多发病诊治,主任医师，预防保健科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,李金玲,中医儿科,3.7,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。,Chinese medicine treatment
广州医科大学附属妇女儿童医疗中心,刘红姣,中医妇产科,4.7,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。,obstetrics; Chinese medicine treatment; Gynecology treatment
广州医科大学附属妇女儿童医疗中心,陈爱兰,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。,Chinese medicine treatment
广州医科大学附属妇女儿童医疗中心,杨天佑,肿瘤外科,3.6,恶性肿瘤外科手术治疗、肿瘤微创手术,主任医师，肿瘤外科专科，在肿瘤外科手术治疗方面有丰富经验。,cancer treatment
广州医科大学附属妇女儿童医疗中心,崔彦芹,重症监护室,5.0,危重症抢救治疗、多器官功能衰竭、脓毒症,主任医师，重症医学专科，在危重症救治方面有丰富经验。,routine health screening
广州中医药大学第一附属医院,李艳芳,产科,3.5,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
广州中医药大学第一附属医院,孙晓峰,产科,3.5,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
广州中医药大学第一附属医院,赵萍,超声科,3.1,腹部超声、心血管超声、妇产科超声,主任医师，超声科专科，在超声诊断方面有丰富经验。,radiology/ CT scans
广州中医药大学第一附属医院,林康广,儿童青少年心理,4.0,儿童多动症、儿童自闭症、儿童情绪障碍、学习困难,主任医师，儿童心理专科，在儿童青少年心理卫生方面有丰富经验。,routine health screening
广州中医药大学第一附属医院,黎静,放疗科,3.4,放疗科常见病、多发病诊治,主任医师，放疗科专科，从事临床工作多年，具有丰富的临床经验。,cancer treatment
